IPC 코드,IPC 구분,IPC 한글설명,IPC 영문설명, 
A62B,Subclass,"A62B 인명구조용의 기구, 장치 또는 방법(특히 의료용에 적합한 밸브 A61M-039/00 ; 인공호흡기, 방독면, 호흡장치 또는 유사한 것에 사용되는 화학물질의 조성물 A62D ; 산악 또는 나무로부터의 구조 A63B-027/00 , A63B-029/00 ; 특히 물에서 쓰이는데 적합한 인명구조 장치 또는 방법 B63C-009/00 ; 잠수장비 B63C-011/00 ; 특히 항공기에 적합한 것, 예. 낙하산 또는 투출좌석 B64D ; 특히 광산에서 쓰이는 구조장치 E21F-011/00 )","DEVICES, APPARATUS OR METHODS FOR LIFE-SAVING valves specially adapted for medical use A61M-039/00 composition of chemical substances used in respirators, gas-masks, breathing apparatus or the like A62D rescuing from mountains or trees A63B-027/00 , A63B-029/00 life-saving devices, apparatus or methods specially adapted for use in water B63C-009/00 divers"" equipment B63C-011/00 specially adapted for use with aircraft, e.g. parachutes or ejector seats, B64D rescue devices peculiar to mining E21F-011/00", 
A62C,Subclass,"소방(소방제, 화학물질의 사용 A62D-001/00 ; 분무, 표면에 액체 또 는 다른 유동성 물질을 도포시키는 일반 B05 ; 경보장치 G08B , 예. 연기 또는 가스에 의해 작동되는 경보기 G08B 17/10)","FIRE-FIGHTING fire-extinguishing compositions, use of chemical substances in extinguishing fires A62D-001/00 spraying, applying liquids or other fluent materials to surfaces in general B05 fire-fighting aircraft B64D-001/16 alarm arrangements G08B , e.g. fire alarms actuated by smoke or gases G08B-017/10", 
A62D,Subclass,"소화를 위한 화학적 수단; 화학변화의 영향에 의해 유해 화학물질을 무해로 하거나 보다 유해하지 않게 하는 방법；유해한 화학물질에 대한 보호 피복 또는 보호 물질의 조성; 방독 마스크, 호흡 보호기, 호흡봉투, 또는 헬멧의 투명 부분의 재료의 조성；호흡 장치로 사용되는 화학물질의 조성","CHEMICAL MEANS FOR EXTINGUISHING FIRES ; PROCESSES FOR MAKING HARMFUL CHEMICAL SUBSTANCES HARMLESS, OR LESS HARMFUL, BY EFFECTING A CHEMICAL CHANGE ; COMPOSITION OF MATERIALS FOR COVERINGS OR CLOTHING FOR PROTECTING AGAINST HARMFUL CHEMICAL AGENTS ; COMPOSITION OF MATERIALS FOR TRANSPARENT PARTS OF GAS-MASKS, RESPIRATORS, BREATHING BAGS OR HELMETS ; COMPOSITION OF CHEMICAL MATERIALS FOR USE IN BREATHING APPARATUS", 
A63,Class ,운동; 놀이; 오락;,SPORTS ; GAMES ; AMUSEMENTS, 
A63B,Subclass,"신체의 단련, 체조, 수영, 등반 또는 펜싱; 구기; 단련용구","APPARATUS FOR PHYSICAL TRAINING, GYMNASTICS, SWIMMING, CLIMBING, OR FENCING ; BALL GAMES ; TRAINING EQUIPMENT apparatus for passive exercising, massage A61H", 
A63C,Subclass,"스케이트; 스키; 롤러스케이트; 코트, 링크 또는 그와 유사한 것의 디자인 또는 레이아웃 (수상스키 B63B-032/00 , B63B-034/00 )","SKATES ; SKIS ; ROLLER SKATES ; DESIGN OR LAYOUT OF COURTS, RINKS OR THE LIKE water skis B63B-032/00 , B63B-034/00", 
A63D,Subclass,"볼링게임, 예.스키틀즈, 보체 또는 공; 그에 대한 설치; 바가텔 또는 유사한 게임들; 당구(공 37/00)","BOWLING GAMES, e.g. SKITTLES, BOCCE OR BOWLS ; INSTALLATIONS THEREFOR ; BAGATELLE OR SIMILAR GAMES ; BILLIARDS balls A63B-037/00", 
A63F,Subclass,"카드게임, 보드게임 또는 룰렛게임; 작은 움직이는 물체를 사용하는 실내용게임; 비디오 게임; 그 밖에 분류되지 않는 게임 [5, 2014.01]","CARD, BOARD OR ROULETTE GAMES ; INDOOR GAMES USING SMALL MOVING PLAYING BODIES ; VIDEO GAMES ; GAMES NOT OTHERWISE PROVIDED FOR", 
A63G,Subclass,회전기구; 그네; 흔들목마(유아용 가구로서 사용하는 그네 또는 흔들목마 A47D-013/10 ); 활송장치; 스위치백; 공공오락용 유사장치,MERRY-GO-ROUNDS ; SWINGS ; ROCKING-HORSES swings or rocking horses as nursery furniture A47D-013/10 ; CHUTES ; SWITCHBACKS ; SIMILAR DEVICES FOR PUBLIC AMUSEMENT, 
A63H,Subclass,"완구, 예. 팽이, 인형, 후프 또는 블록","TOYS, e.g. TOPS, DOLLS, HOOPS OR BUILDING BLOCKS", 
A63J,Subclass,"극장, 서커스 또는 그 유사한 장치; 마술용 설비 또는 그 유사물","DEVICES FOR THEATRES, CIRCUSES, OR THE LIKE ; CONJURING APPLIANCES OR THE LIKE", 
A63K,Subclass,경주; 승마; 그 설비 또는 부속품(스톱워치 G04F ; 7/06; 시간측정 G07C-001/22 ; 개개요소의 선택 또는 조합에 의해 가변정보를 표시하는 장치 G09F-009/00 ),RACING ; RIDING SPORTS ; EQUIPMENT OR ACCESSORIES THEREFOR stop watches G04F-007/06 timing G07C-001/22 indicating arrangements for variable information by selection or combination of individual elements G09F-009/00, 
A99,Class ,이 섹션 중에서 그 밖에 분류되지 않는 주제 사항 [8],SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION, 
A99Z,Subclass,이 섹션 중에서 그 밖에 분류되지 않는 주제 사항 [8],SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION, 
B,Section,분리; 혼합,PERFORMING OPERATIONS ; TRANSPORTING, 
B01,Class ,"물리적 방법, 화학적 방법 또는 장치일반",PHYSICAL OR CHEMICAL PROCESSES OR APPARATUS IN GENERAL, 
B01B,Subclass,비등; 비등장치,BOILING ; BOILING APPARATUS, 
B01D,Subclass,"분리(습식법에 의한 고체와 고체의 분리 B03B , B03D ; 풍력테이블 또는 풍력선광기에 의한 것 B03B ; 다른 건식법에 의한 것 B07 ; 자기 또는 정전기에 의한 고체 또는 유체로부터의 고체의 분리, 고압전기장에 의한 분리 B03C ; 원심분리기 과류장치 B04 ; 액체 함유물로부터 유체를 짜내는데 쓰이는 프레스 그 자체 B30B-009/02 ; 수(水)처리 C02F , 예. 이온교환에 의한 연화 1/42; 냉방장치, 가습기 또는 통풍장치에서 여과기의 설치 또는 부착 F24F-013/28 )","SEPARATION separating solids from solids by wet methods B03B , B03D , by pneumatic jigs or tables B03B , by other dry methods B07 magnetic or electrostatic separation of solid materials from solid materials or fluids, separation by high-voltage electric fields B03C centrifuges B04B  vortex apparatus  B04C presses per se for squeezing-out liquid from liquid-containing material B30B-009/02", 
B01F,Subclass,"혼합, 예. 용해, 유화, 분산(도료의 혼합 B44D-003/06 )","MIXING, e.g. DISSOLVING, EMULSIFYING, DISPERSING mixing paints B44D-003/06", 
B01J,Subclass,"화학적 또는 물리적 방법, 예. 촉매 또는 콜로이드 화학; 그들의 관련 장치 [2]","CHEMICAL OR PHYSICAL PROCESSES, e.g. CATALYSIS OR COLLOID CHEMISTRY ; THEIR RELEVANT APPARATUS", 
B01L,Subclass,"일반적으로 사용되는 화학 또는 물리 실험장치(의학 및 약학용 장치 A61 ; 공업용 목적을 갖는 장치는 유사한 공업용장치의 구조 및 성능에 필적하는 실험용 장치의 구조 및 성능은 관련하는 공업용 장치에 대한 클래스, 특히 B01과 C12의 서브클래스를 참조; 분리 또는 증류장치 B01D ; 혼합 또는 교반장치 B01F ; 아토마이저(atomisers) B05B ; 여과기 B07B ; 마개(corks, bungs) B65D ; 액체조작일반 B67 ; 진공펌프 F04 ; 사이펀(siphons) F04 F 10/00; 탭, 스톱콕 F16K ; 관, 관조인트(tube joints) F16L ; 물질을 조사하거나 분석하는데 특히 적합한 장치 G01 , 특히 G01 N""> G01 N ; 전기적 또는 광학적 장치는 G 및 H 섹션의 관련 클래스 참조)","CHEMICAL OR PHYSICAL LABORATORY APPARATUS FOR GENERAL USE apparatus for medical or pharmaceutical purposes A61 apparatus for industrial purposes or laboratory apparatus whose construction and performance are comparable to that of similar industrial apparatus, see the relevant classes for industrial apparatus, particularly subclasses of B01 and C12 separating or distilling apparatus B01D mixing or stirring devices B01F atomisers B05B sieves B07B corks, bungs B65D handling liquids in general B67 vacuum pumps F04 siphons F04F-010/00 taps, stop-cocks F16K tubes, tube joints F16L apparatus specially adapted for investigating or analysing materials G01 , particularly G01N electrical or optical apparatus, see the relevant classes in sections G and H", 
B02,Class ,"파쇄, 분쇄 또는 미분쇄; 제분을 위한 곡립의 전처리","CRUSHING, PULVERISING, OR DISINTEGRATING ; PREPARATORY TREATMENT OF GRAIN FOR MILLING", 
B02B,Subclass,제분을 위한 곡립의 전처리; 표면가공에 의한 입상과실을 상품으로 정제하는 것(곡류로부터 직접 반죽가루를 만드는 것 A21C ; 곡류의 보존 또는 살균 A23B ; 과실의 세정 A23B ; 맥아의 조제 C12C ),PREPARING GRAIN FOR MILLING ; REFINING GRANULAR FRUIT TO COMMERCIAL PRODUCTS BY WORKING THE SURFACE making dough from cereals directly A21C preservation or sterilisation of cereals A23B cleaning fruit A23N preparation of malt C12C, 
B02C,Subclass,"파쇄, 분쇄 또는 미분쇄일반; 곡립(알곡)의 분쇄(파쇄, 연삭 또는 분쇄에 의하여 얻어지는 분말 B22F-009/04 )","CRUSHING, PULVERISING, OR DISINTEGRATING IN GENERAL ; MILLING GRAIN obtaining metallic powder by crushing, grinding or milling B22F-009/04", 
B03,Class ,액체에 의한 또는 풍력테이블 또는 지그에 의한 고체물질의 분리; 자기 또는 정전기에 의한 유체 또는 고체물질로부터 고체물질의 분리; 고압전계에 의한 분리 [5],SEPARATION OF SOLID MATERIALS USING LIQUIDS OR USING PNEUMATIC TABLES OR JIGS ; MAGNETIC OR ELECTROSTATIC SEPARATION OF SOLID MATERIALS FROM SOLID MATERIALS OR FLUIDS ; SEPARATION BY HIGH-VOLTAGE ELECTRIC FIELDS, 
B03B,Subclass,"액체에 의한 또는 풍력테이블 또는 지그에 의한 고체물질의 분리(자기 또는 정전기에 의한 유체 또는 고체물질로부터 고체물질의 분리, 고전압 전기장에 의한 분리 B03C ; 부유선별 또는 차별 침강 B03D ; 고체에서 액체의 제거 B01D ; 건식에 의한 분리 B07 ; 체를 사용하는 분리, B07 B; 골라내는 것 B07 C; 특별한 물질의 특별한 분리에 있어서 타의 단일클라스에 적용되는 것은 관련클라스를 참조)","SEPARATING SOLID MATERIALS USING LIQUIDS OR USING PNEUMATIC TABLES OR JIGS removing fluids from solids B01D magnetic or electrostatic separation of solid materials from solid materials or fluids, separation by high voltage electric fields B03C flotation, differential sedimentation B03D separating by dry methods B07 screening or sifting B07B by picking B07C separating peculiar to particular materials and provided for in other single classes, see the relevant classes", 
B03C,Subclass,"고체물질 또는 유체로부터 고체물질의 자기 또는 정전기에 의한 분리; 고압 전계에 의한 분리(전기 또는 자기를 이용한 여과기 B01D-035/06 ; 동위원소의 분리 B01D-059/00 ; 자기분리 또는 정전분리와 타의 방법에 의한 고체의 분리와의 조합 B03B , B07B ; 파일(Piles)로부터 시이트의 분리 B65H-003/00 ; 자석 또는 자석코일 그 자체 H01F )","MAGNETIC OR ELECTROSTATIC SEPARATION OF SOLID MATERIALS FROM SOLID MATERIALS OR FLUIDS ; SEPARATION BY HIGH-VOLTAGE ELECTRIC FIELDS filters making use of electricity or magnetism B01D-035/06 separating isotopes B01D-059/00 combinations of magnetic or electrostatic separation with separation of solids by other means B03B , B07B separating sheets from piles B65H-003/00 magnets or magnet coils per se H01F", 
B03D,Subclass,부유선별; 차별침강(고체상호의 타분리와의 조합 B03B ; 부유 및 침전분리 B03B 5/28),FLOTATION ; DIFFERENTIAL SEDIMENTATION in combination with other separation of solids B03B sink-float separation B03B-005/28, 
B04,Class ,물리적 또는 화학적 공정을 행하기 위한 원심장치 또는 기계,CENTRIFUGAL APPARATUS OR MACHINES FOR CARRYING-OUT PHYSICAL OR CHEMICAL PROCESSES, 
B04B,Subclass,원심분리기(고속드럼분쇄기 B02C-019/11 ),CENTRIFUGES high-speed drum mills B02C-019/11, 
B04C,Subclass,"자유와류를 이용한 장치, 예. 사이클론(내부 또는 원심분리장치를 사용하여 배출물 중 고체요소를 제거하는 수단을 가진 기계 및 기관에 대한 배출 소음 장치 F01N-003/037 ; 사이클로형 연소장치 F23 )","APPARATUS USING FREE VORTEX FLOW, e.g. CYCLONES exhaust or silencing apparatus for machines or engines having means for removing solid constituents of exhaust, using inertial or centrifugal separators F01N-003/037 cyclonic type combustion apparatus F23", 
B05,Class ,무화 또는 분무일반; 액체 또는 타유동성 재료의 표면에의 적용일반 [2],"SPRAYING OR ATOMISING IN GENERAL ; APPLYING LIQUIDS OR OTHER FLUENT MATERIALS TO SURFACES, IN GENERAL", 
B05B,Subclass,무화장치; 분무장치; 노즐(노즐이 있는 스프레이믹서 B01F-005/20 ; 분무에 의해서 액체 또는 타유동성 물질을 표면에 작용시키기 위한 공정 B05D ),SPRAYING APPARATUS ; ATOMISING APPARATUS ; NOZZLES spray-mixers with nozzles B01F-005/20 processes for applying liquids or other fluent materials to surfaces by spraying B05D, 
B05C,Subclass,"액체 또는 타유동성 물질을 표면에 작용시키기 위한 장치일반(무화장치, 분무장치, 노즐 B05B ; 정전분무에 의한 액체 또는 타유동성 물질을 대상물로 작용시키기 위한 설비 B05B 5/08)[2]","APPARATUS FOR APPLYING LIQUIDS OR OTHER FLUENT MATERIALS TO SURFACES, IN GENERAL spraying apparatus, atomising apparatus, nozzles B05B plant for applying liquids or other fluent materials to objects by electrostatic spraying B05B-005/08", 
B05D,Subclass,"액체 또는 타유동성 물질을 표면에 작용시키기 위한 공정일반(액체 용기를 통하여 물품 또는 제품 운반하는 것 B65G , 예. B65G 49/02)[2]","PROCESSES FOR APPLYING LIQUIDS OR OTHER FLUENT MATERIALS TO SURFACES, IN GENERAL conveying articles or workpieces through baths of liquid B65G , e.g. B65G-049/02", 
B06,Class ,기계적 진동의 발생 또는 전달 일반,GENERATING OR TRANSMITTING MECHANICAL VIBRATIONS IN GENERAL, 
B06B,Subclass,"기계적 진동의 발생 또는 전달 일반(특히 물리적 화학적 과정, 관련 서브클래스 참조 예. B07B-001/40 , B22C-019/06 , B23Q-017/12 , B24B-031/06 , E01C-019/22 ; 발생과 측정을 결합한 것을 포함한 기계적 진동의 측정, G01H ; 음파의 반사나 재방사를 이용한 시스템 G01S-015/00 ; 탐사용 지진에너지의 발생 G01V-001/02 ; 기계적 진동의 조절 G05D-019/00 ; 음을 전달하고 유도 또는 지향시키기 위한 방법 또는 장치일반 G10K-011/00 ; 음파의 합성 G01K-015/02 ; 압전소자, 전기변형소자, 자기변형소자 H01L-041/00 ; 진동하는 자석, 전기자 또는 코일을 갖는 모터 H02K-033/00 ; 압전효과, 전기변형효과, 자기변형효과를 사용하는 모터 H02N-002/00 ; 전기적 진동의 발생 H03B ; 공진회로요소와 같은 전기기계적 공진자 H03H ; 확성기, 마이크로폰, 축음기 픽업(pick up) 또는 유사한 음향전기기계변환기 H04R )","GENERATING OR TRANSMITTING MECHANICAL VIBRATIONS IN GENERAL for particular physical or chemical processes, see the relevant subclasses, e.g. B07B-001/40 , B22C-019/06 , B23Q-017/12 , B24B-031/06 , E01C-019/22 measurement of mechanical vibrations, including the combination of generation and measurement, G01H systems using reflection or reradiation of acoustic waves G01S-015/00 generating seismic energy for prospecting G01V-001/02 control of mechanical vibrations G05D-019/00 methods or devices for transmitting, conducting or directing sound, in general G10K-011/00 synthesis of acoustic waves G10K-015/02 piezo-electric, electrostrictive or magnetostrictive elements H01L-041/00 motors with vibrating magnet, armature or coil H02K-033/00 motors using piezo-electric effect, electrostriction or magnetostriction H02N-002/00 generation of electrical oscillations H03B electromechanical resonators as resonant circuit elements H03H loudspeakers, microphones, gramophone pick-ups or like acoustic electromechanical transducers H04R", 
B07,Class ,고체상호의 분리; 선별,SEPARATING SOLIDS FROM SOLIDS ; SORTING, 
B07B,Subclass,"망, 체 또는 스크린에 의하거나 기체류를 사용하는 고체상호의 분리; 입상물(bulk material)에 적용하는 건식에 의한 기타의 분리, 예. 입상물과 동일하게 취급할 수 있는 유리물(loose articles) (습식분리장치, 액체와 같은 방법으로 유동성의 물질을 사용하는 과정에 의해 분리하는 것 B03 ; 건식장치와 습식분리장치와의 조합 B03 B; 액체를 사용하는 것 B03 B, B03 D; 고체 또는 유동체로부터 고체의 자력분리 또는 정전분리에 의한 구분, 높은 전압 전기 분야 에 의한 분리 B03 C; 프로세스를 수행하기 위한 소용돌이 기구 또는 원심 분리기 B04 ; 수선(手選), 우편분류, 재료의 샘플 또는 물건의 어떤 특징 측정 또는 탐지에 응답하여 작동되는 기타 장치 또는 전환함으로써 분류하는 것 B07C )","SEPARATING SOLIDS FROM SOLIDS BY SIEVING, SCREENING, OR SIFTING OR BY USING GAS CURRENTS ; OTHER SEPARATING BY DRY METHODS APPLICABLE TO BULK MATERIAL, e.g. LOOSE ARTICLES FIT TO BE HANDLED LIKE BULK MATERIAL wet separating processes, sorting by processes using fluent material in the same way as liquid B03 combinations of dry separating apparatus with wet separating apparatus B03B using liquids B03B , B03D sorting by magnetic or electrostatic separation of solid materials from solid materials or fluids, separation by high voltage electric fields B03C centrifuges or vortex apparatus for carrying out physical processes B04 hand sorting, postal sorting, sorting by switching or other devices actuated in response to detection or measurement of some feature of articles or samples of material B07C", 
B07C,Subclass,"우편에 관한 선별(postal sorting); 개개의 물품(articles) 분류, 피스밀(piecemeal)로 분리되기에 적합한 대량물(bulk material) (다른 클래스에 속하는 특수목적에 특히 적합한 것은, 관련된 클래스를 참조, 예. A43D-033/06 , B23Q-007/12 )","POSTAL SORTING ; SORTING INDIVIDUAL ARTICLES, OR BULK MATERIAL FIT TO BE SORTED PIECE-MEAL, e.g. BY PICKING specially adapted for a specific purpose covered by another class, see the relevant place, e.g. A43D-033/06 , B23Q-007/12", 
B08,Class ,청소,CLEANING, 
B08B,Subclass,"청소일반; 오염방지일반(브러시류 A46 ; 가정용 또는 유사한 청소수단 A47L ; 액체, 기체로부터의 입자분리 B01D ; 고체의 분리 B03 , B07 ; 분무 또는 다른 표면에 액체 또는 다른 유동체를 작용시키는 것 일반 B05 ; 컨베이어용 청소장치 B65G-045/10 ; 세정, 충전, 폐쇄를 병에 대해 동시에 행하는 것 B67C-007/00 ; 녹, 물때 방지 일반 C23 ; 도로, 궤도, 해안 또는 지면의 청소 E01H ; 특히 청소를 위한 수영장, 욕조, 풀장의 부분품, 부속품 또는 액세서리 E04H-004/16 ; 정전기방지 또는 제거 H05F )","CLEANING IN GENERAL ; PREVENTION OF FOULING IN GENERAL brushes A46 devices for domestic or like cleaning A47L separation of particles from liquids or gases B01D separation of solids B03 , B07 spraying or applying liquids or other fluent materials to surfaces in general B05 cleaning devices for conveyors B65G-045/10 concurrent cleaning, filling and closing of bottles B67C-007/00 inhibiting corrosion or incrustation in general C23 cleaning streets, permanent ways, beaches or land E01H parts, details or accessories of swimming or splash baths or pools, specially adapted for cleaning E04H-004/16 preventing or removing electrostatic charges H05F", 
